Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
South Africa,ZAF,2000,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,56
South Africa,ZAF,2001,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,58
South Africa,ZAF,2002,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,60
South Africa,ZAF,2003,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,62.3
South Africa,ZAF,2004,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,64.5
South Africa,ZAF,2005,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,66.7
South Africa,ZAF,2006,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,69
South Africa,ZAF,2007,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,71.2
South Africa,ZAF,2008,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,73.3
South Africa,ZAF,2009,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,75.3
South Africa,ZAF,2010,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,77.1
South Africa,ZAF,2011,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,78.7
South Africa,ZAF,2012,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,80
South Africa,ZAF,2013,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,81.4
South Africa,ZAF,2014,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,82.8
South Africa,ZAF,2015,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,83.8
South Africa,ZAF,2016,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,84.9
South Africa,ZAF,2017,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,85.8
South Africa,ZAF,2018,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,86.6
South Africa,ZAF,2019,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,87.4
South Africa,ZAF,2020,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,88.1
South Africa,ZAF,2021,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,88.7
South Africa,ZAF,2022,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,89.4
South Africa,ZAF,2000,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,29.6
South Africa,ZAF,2001,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,31.6
South Africa,ZAF,2002,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,34.4
South Africa,ZAF,2003,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,37
South Africa,ZAF,2004,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,40.1
South Africa,ZAF,2005,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,42.6
South Africa,ZAF,2006,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,45.85
South Africa,ZAF,2007,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,48.8
South Africa,ZAF,2008,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,51.2
South Africa,ZAF,2009,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,53.5
South Africa,ZAF,2010,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,55.6
South Africa,ZAF,2011,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,57.6
South Africa,ZAF,2012,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,59.3
South Africa,ZAF,2013,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,60.7
South Africa,ZAF,2014,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,62.3
South Africa,ZAF,2015,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,63.6
South Africa,ZAF,2016,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,64.9
South Africa,ZAF,2017,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,66.1
South Africa,ZAF,2018,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,67.1
South Africa,ZAF,2019,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,68.3
South Africa,ZAF,2020,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,69.4
South Africa,ZAF,2021,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,70.5
South Africa,ZAF,2022,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,71.4
South Africa,ZAF,2000,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,77.1
South Africa,ZAF,2001,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,78.3
South Africa,ZAF,2002,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,79.3
South Africa,ZAF,2003,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,80.5
South Africa,ZAF,2004,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,81.9
South Africa,ZAF,2005,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,82.7
South Africa,ZAF,2006,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,84.1
South Africa,ZAF,2007,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,85.4
South Africa,ZAF,2008,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,86.5
South Africa,ZAF,2009,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,87.9
South Africa,ZAF,2010,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,88.9
South Africa,ZAF,2011,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,90.1
South Africa,ZAF,2012,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,90.9
South Africa,ZAF,2013,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,91.8
South Africa,ZAF,2014,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,92.5
South Africa,ZAF,2015,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,93.2
South Africa,ZAF,2016,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,93.8
South Africa,ZAF,2017,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,94.2
South Africa,ZAF,2018,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,94.7
South Africa,ZAF,2019,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,95.1
South Africa,ZAF,2020,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,95.4
South Africa,ZAF,2021,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,95.7
South Africa,ZAF,2022,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,96
South Africa,ZAF,1996,Access to electricity (% of population),EG.ELC.ACCS.ZS,57.6
South Africa,ZAF,1997,Access to electricity (% of population),EG.ELC.ACCS.ZS,69.48335266
South Africa,ZAF,1998,Access to electricity (% of population),EG.ELC.ACCS.ZS,64.9
South Africa,ZAF,1999,Access to electricity (% of population),EG.ELC.ACCS.ZS,71.33178711
South Africa,ZAF,2000,Access to electricity (% of population),EG.ELC.ACCS.ZS,72.4
South Africa,ZAF,2001,Access to electricity (% of population),EG.ELC.ACCS.ZS,70.2
South Africa,ZAF,2002,Access to electricity (% of population),EG.ELC.ACCS.ZS,76.7
South Africa,ZAF,2003,Access to electricity (% of population),EG.ELC.ACCS.ZS,78.8
South Africa,ZAF,2004,Access to electricity (% of population),EG.ELC.ACCS.ZS,80.6
South Africa,ZAF,2005,Access to electricity (% of population),EG.ELC.ACCS.ZS,80.8
South Africa,ZAF,2006,Access to electricity (% of population),EG.ELC.ACCS.ZS,80.7
South Africa,ZAF,2007,Access to electricity (% of population),EG.ELC.ACCS.ZS,82
South Africa,ZAF,2008,Access to electricity (% of population),EG.ELC.ACCS.ZS,81.9
South Africa,ZAF,2009,Access to electricity (% of population),EG.ELC.ACCS.ZS,82.6
South Africa,ZAF,2010,Access to electricity (% of population),EG.ELC.ACCS.ZS,82.8
South Africa,ZAF,2011,Access to electricity (% of population),EG.ELC.ACCS.ZS,83.6
South Africa,ZAF,2012,Access to electricity (% of population),EG.ELC.ACCS.ZS,85.2
South Africa,ZAF,2013,Access to electricity (% of population),EG.ELC.ACCS.ZS,85.2
South Africa,ZAF,2014,Access to electricity (% of population),EG.ELC.ACCS.ZS,85.9
South Africa,ZAF,2015,Access to electricity (% of population),EG.ELC.ACCS.ZS,85.3
South Africa,ZAF,2016,Access to electricity (% of population),EG.ELC.ACCS.ZS,83.9
South Africa,ZAF,2017,Access to electricity (% of population),EG.ELC.ACCS.ZS,84.4
South Africa,ZAF,2018,Access to electricity (% of population),EG.ELC.ACCS.ZS,84.7
South Africa,ZAF,2019,Access to electricity (% of population),EG.ELC.ACCS.ZS,85
South Africa,ZAF,2020,Access to electricity (% of population),EG.ELC.ACCS.ZS,90
South Africa,ZAF,2021,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.3
South Africa,ZAF,2022,Access to electricity (% of population),EG.ELC.ACCS.ZS,86.5
South Africa,ZAF,2023,Access to electricity (% of population),EG.ELC.ACCS.ZS,87.7
South Africa,ZAF,1990,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,-2.181659598
South Africa,ZAF,1991,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,-0.3626297792
South Africa,ZAF,1992,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,1.859981272
South Africa,ZAF,1993,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,2.748522824
South Africa,ZAF,1994,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,2.122855805
South Africa,ZAF,1995,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,5.281184969
South Africa,ZAF,1996,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,2.935920437
South Africa,ZAF,1997,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,3.612565651
South Africa,ZAF,1998,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,2.63234598
South Africa,ZAF,1999,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,2.099788277
South Africa,ZAF,2000,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,1.434067002
South Africa,ZAF,2001,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,-0.8898488605
South Africa,ZAF,2002,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,2.206420693
South Africa,ZAF,2003,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,5.21581531
South Africa,ZAF,2004,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,3.813038666
South Africa,ZAF,2005,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,4.986416331
South Africa,ZAF,2006,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,4.74021674
South Africa,ZAF,2007,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,2.59135533
South Africa,ZAF,2008,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,-2.738284356
South Africa,ZAF,2009,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,2.779467894
South Africa,ZAF,2010,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,2.593113397
South Africa,ZAF,2011,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,1.760736757
South Africa,ZAF,2012,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,-0.3188688607
South Africa,ZAF,2013,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,-1.182760954
South Africa,ZAF,2014,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,-0.9209986261
South Africa,ZAF,2015,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,0.4682310075
South Africa,ZAF,2016,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,-1.11045023
South Africa,ZAF,2017,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,-0.1861559184
South Africa,ZAF,2018,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,-1.416552022
South Africa,ZAF,2019,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,-1.745083762
South Africa,ZAF,2020,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,-2.135908932
South Africa,ZAF,2021,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,0.9746861833
South Africa,ZAF,1990,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,-2656842504
South Africa,ZAF,1991,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,-478657388
South Africa,ZAF,1992,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,2678581725
South Africa,ZAF,1993,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,3972555926
South Africa,ZAF,1994,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,3207442326
South Africa,ZAF,1995,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,8917834038
South Africa,ZAF,1996,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,4701132361
South Africa,ZAF,1997,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,5988019382
South Africa,ZAF,1998,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,3943759224
South Africa,ZAF,1999,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,3114159837
South Africa,ZAF,2000,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,2130733755
South Africa,ZAF,2001,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,-1171861629
South Africa,ZAF,2002,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,2786686027
South Africa,ZAF,2003,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,10035792255
South Africa,ZAF,2004,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,9589612486
South Africa,ZAF,2005,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,14157777682
South Africa,ZAF,2006,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,14160230460
South Africa,ZAF,2007,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,8378050561
South Africa,ZAF,2008,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,-8411728410
South Africa,ZAF,2009,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,8981172353
South Africa,ZAF,2010,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,10611895448
South Africa,ZAF,2011,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,7878973905
South Africa,ZAF,2012,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,-1350462985
South Africa,ZAF,2013,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,-4626898305
South Africa,ZAF,2014,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,-3423768504
South Africa,ZAF,2015,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,1586210352
South Africa,ZAF,2016,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,-3501183821
South Africa,ZAF,2017,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,-690402006
South Africa,ZAF,2018,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,-5565220390
South Africa,ZAF,2019,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,-6611216916
South Africa,ZAF,2020,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,-7090952762
South Africa,ZAF,2021,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,4005863628
South Africa,ZAF,1990,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,-3.57447358
South Africa,ZAF,1991,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,-1.687367507
South Africa,ZAF,1992,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,0.5395845337
South Africa,ZAF,1993,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,1.556512991
South Africa,ZAF,1994,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,1.003506373
South Africa,ZAF,1995,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,4.267953701
South Africa,ZAF,1996,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,2.006588598
South Africa,ZAF,1997,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,2.675497062
South Africa,ZAF,1998,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,1.683183804
South Africa,ZAF,1999,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,1.185293131
South Africa,ZAF,2000,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,0.5352523722
South Africa,ZAF,2001,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,-1.74021854
South Africa,ZAF,2002,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,1.408510919
South Africa,ZAF,2003,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,4.454340784
South Africa,ZAF,2004,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,3.115567167
South Africa,ZAF,2005,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,4.345206415
South Africa,ZAF,2006,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,4.14208119
South Africa,ZAF,2007,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,2.031680721
South Africa,ZAF,2008,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,-3.279265018
South Africa,ZAF,2009,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,2.265543687
South Africa,ZAF,2010,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,2.109702436
South Africa,ZAF,2011,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,1.314485401
South Africa,ZAF,2012,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,-0.7605837667
South Africa,ZAF,2013,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,-1.623425358
South Africa,ZAF,2014,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,-1.3658103
South Africa,ZAF,2015,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,0.03968807246
South Africa,ZAF,2016,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,-1.51963243
South Africa,ZAF,2017,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,-0.588394179
South Africa,ZAF,2018,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,-1.806496107
South Africa,ZAF,2019,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,-2.133290261
South Africa,ZAF,2020,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,-2.536221058
South Africa,ZAF,1990,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,-4353022509
South Africa,ZAF,1991,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,-2227260335
South Africa,ZAF,1992,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,777062271
South Africa,ZAF,1993,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,2249693854
South Africa,ZAF,1994,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,1516206993
South Africa,ZAF,1995,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,7206886903
South Africa,ZAF,1996,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,3213042995
South Africa,ZAF,1997,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,4434778440
South Africa,ZAF,1998,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,2521732213
South Africa,ZAF,1999,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,1757887833
South Africa,ZAF,2000,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,795276855.9
South Africa,ZAF,2001,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,-2291732251
South Africa,ZAF,2002,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,1778934412
South Africa,ZAF,2003,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,8570632984
South Africa,ZAF,2004,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,7835504546
South Africa,ZAF,2005,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,12337210197
South Africa,ZAF,2006,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,12373447766
South Africa,ZAF,2007,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,6568579617
South Africa,ZAF,2008,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,-10073565462
South Africa,ZAF,2009,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,7320551666
South Africa,ZAF,2010,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,8633614599
South Africa,ZAF,2011,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,5882080970
South Africa,ZAF,2012,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,-3221199529
South Africa,ZAF,2013,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,-6350754150
South Africa,ZAF,2014,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,-5077334705
South Africa,ZAF,2015,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,134449941.1
South Africa,ZAF,2016,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,-4791311071
South Africa,ZAF,2017,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,-2182195039
South Africa,ZAF,2018,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,-7097197145
South Africa,ZAF,2019,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,-8081929912
South Africa,ZAF,2020,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,-8419939376
South Africa,ZAF,1990,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,2.464300263
South Africa,ZAF,1991,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,2.351633846
South Africa,ZAF,1992,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,2.221506528
South Africa,ZAF,1993,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,2.39132896
South Africa,ZAF,1994,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,2.443733208
South Africa,ZAF,1995,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,2.392830111
South Africa,ZAF,1996,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,2.724809525
South Africa,ZAF,1997,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,2.886911875
South Africa,ZAF,1998,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,3.387855057
South Africa,ZAF,1999,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,3.332287357
