Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
South Africa,ZAF,2008,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,5.425984995
South Africa,ZAF,2009,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,1.896054151
South Africa,ZAF,2010,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,2.60163846
South Africa,ZAF,2011,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,3.170212712
South Africa,ZAF,2012,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,2.611169143
South Africa,ZAF,2013,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,2.356033847
South Africa,ZAF,2014,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,1.789718424
South Africa,ZAF,2015,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,1.021430687
South Africa,ZAF,2016,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,1.176874386
South Africa,ZAF,2017,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,1.433552755
South Africa,ZAF,2018,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,1.678084426
South Africa,ZAF,2019,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,1.353727335
South Africa,ZAF,2020,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,1.098080977
South Africa,ZAF,2021,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,1.740837434
South Africa,ZAF,1971,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,118719777.2
South Africa,ZAF,1972,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,129893392.5
South Africa,ZAF,1973,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,168757380.9
South Africa,ZAF,1974,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,312539112.7
South Africa,ZAF,1975,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,647288734.4
South Africa,ZAF,1976,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,748940970.9
South Africa,ZAF,1977,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,868577111.9
South Africa,ZAF,1978,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,881952991.3
South Africa,ZAF,1979,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,1019303085
South Africa,ZAF,1980,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,1490975322
South Africa,ZAF,1981,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,2395643619
South Africa,ZAF,1982,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,2725711661
South Africa,ZAF,1983,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,2003381584
South Africa,ZAF,1984,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,1863249567
South Africa,ZAF,1985,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,2169190593
South Africa,ZAF,1986,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,1614064681
South Africa,ZAF,1987,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,1291216488
South Africa,ZAF,1988,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,1545163411
South Africa,ZAF,1989,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,1906889770
South Africa,ZAF,1990,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,2111156964
South Africa,ZAF,1991,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,1925981146
South Africa,ZAF,1992,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,1940543675
South Africa,ZAF,1993,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,1810679697
South Africa,ZAF,1994,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,1889819576
South Africa,ZAF,1995,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,2625480683
South Africa,ZAF,1996,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,2552039276
South Africa,ZAF,1997,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,2270227994
South Africa,ZAF,1998,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,1479498235
South Africa,ZAF,1999,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,1328849463
South Africa,ZAF,2000,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,2414810103
South Africa,ZAF,2001,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,2858546761
South Africa,ZAF,2002,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,2315408911
South Africa,ZAF,2003,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,2537303493
South Africa,ZAF,2004,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,6193253896
South Africa,ZAF,2005,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,6137012747
South Africa,ZAF,2006,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,6823636559
South Africa,ZAF,2007,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,8814485065
South Africa,ZAF,2008,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,16668068834
South Africa,ZAF,2009,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,6126636380
South Africa,ZAF,2010,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,10646782885
South Africa,ZAF,2011,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,14186120176
South Africa,ZAF,2012,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,11058738275
South Africa,ZAF,2013,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,9216679821
South Africa,ZAF,2014,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,6653192956
South Africa,ZAF,2015,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,3460266202
South Africa,ZAF,2016,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,3710615251
South Africa,ZAF,2017,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,5316659855
South Africa,ZAF,2018,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,6592705046
South Africa,ZAF,2019,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,5128570473
South Africa,ZAF,2020,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,3645492662
South Africa,ZAF,2021,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,7154669348
South Africa,ZAF,1970,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,28.71543386
South Africa,ZAF,1971,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,27.11528708
South Africa,ZAF,1972,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,27.88118261
South Africa,ZAF,1973,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,31.30053577
South Africa,ZAF,1974,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,33.26232348
South Africa,ZAF,1975,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,27.52148085
South Africa,ZAF,1976,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,26.72796357
South Africa,ZAF,1977,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,27.03337291
South Africa,ZAF,1978,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,27.5394877
South Africa,ZAF,1979,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,28.85926035
South Africa,ZAF,1980,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,31.30153176
South Africa,ZAF,1981,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,27.37016871
South Africa,ZAF,1982,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,24.19941173
South Africa,ZAF,1983,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,23.241814
South Africa,ZAF,1984,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,21.96871614
South Africa,ZAF,1985,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,22.14237238
South Africa,ZAF,1986,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,20.83691946
South Africa,ZAF,1987,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,18.92668795
South Africa,ZAF,1988,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,18.85231267
South Africa,ZAF,1989,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,19.59993461
South Africa,ZAF,1990,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,15.04325325
South Africa,ZAF,1991,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,15.28163598
South Africa,ZAF,1992,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,15.06728576
South Africa,ZAF,1993,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,16.10955852
South Africa,ZAF,1994,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,15.61771795
South Africa,ZAF,1995,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,17.00762056
South Africa,ZAF,1996,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,15.97215083
South Africa,ZAF,1997,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,15.16112724
South Africa,ZAF,1998,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,15.08260225
South Africa,ZAF,1999,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,14.72529111
South Africa,ZAF,2000,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,15.42981325
South Africa,ZAF,2001,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,15.17875178
South Africa,ZAF,2002,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,18.34260255
South Africa,ZAF,2003,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,18.82605511
South Africa,ZAF,2004,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,17.27234748
South Africa,ZAF,2005,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,18.00612636
South Africa,ZAF,2006,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,18.41790755
South Africa,ZAF,2007,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,17.52085064
South Africa,ZAF,2008,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,16.79883576
South Africa,ZAF,2009,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,17.73385249
South Africa,ZAF,2010,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,17.48302059
South Africa,ZAF,2011,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,16.48779942
South Africa,ZAF,2012,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,13.84424166
South Africa,ZAF,2013,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,14.1806569
South Africa,ZAF,2014,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,14.02970657
South Africa,ZAF,2015,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,14.62401423
South Africa,ZAF,2016,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,14.66364442
South Africa,ZAF,2017,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,14.64988085
South Africa,ZAF,2018,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,13.61524264
South Africa,ZAF,2019,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,13.62443969
South Africa,ZAF,2020,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,14.49059807
South Africa,ZAF,2021,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,16.49987635
South Africa,ZAF,1970,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.520834068
South Africa,ZAF,1971,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.3786028472
South Africa,ZAF,1972,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.3632763957
South Africa,ZAF,1973,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.5069995306
South Africa,ZAF,1974,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,1.151638727
South Africa,ZAF,1975,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.4381978006
South Africa,ZAF,1976,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.4692466301
South Africa,ZAF,1977,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.495300016
South Africa,ZAF,1978,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.3455032371
South Africa,ZAF,1979,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,2.222370086
South Africa,ZAF,1980,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,5.646040378
South Africa,ZAF,1981,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,3.20849463
South Africa,ZAF,1982,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,2.338706087
South Africa,ZAF,1983,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,2.779208416
South Africa,ZAF,1984,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.4543122415
South Africa,ZAF,1985,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,2.218680816
South Africa,ZAF,1986,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,2.067166355
South Africa,ZAF,1987,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,2.133173742
South Africa,ZAF,1988,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,1.865950025
South Africa,ZAF,1989,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,1.287170479
South Africa,ZAF,1990,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.9819458197
South Africa,ZAF,1991,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,1.155320192
South Africa,ZAF,1992,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.7976638634
South Africa,ZAF,1993,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.9536298854
South Africa,ZAF,1994,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,1.162687245
South Africa,ZAF,1995,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.3465084586
South Africa,ZAF,1996,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.6730004312
South Africa,ZAF,1997,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.4020617715
South Africa,ZAF,1998,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.3405811094
South Africa,ZAF,1999,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.2139696489
South Africa,ZAF,2000,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.3425279291
South Africa,ZAF,2001,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.5343929921
South Africa,ZAF,2002,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.6800783037
South Africa,ZAF,2003,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.1254586705
South Africa,ZAF,2004,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.2135458448
South Africa,ZAF,2005,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.5040546529
South Africa,ZAF,2006,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.7444889159
South Africa,ZAF,2007,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,1.03268355
South Africa,ZAF,2008,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,1.589733345
South Africa,ZAF,2009,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.7966227897
South Africa,ZAF,2010,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,1.418521675
South Africa,ZAF,2011,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,1.514770954
South Africa,ZAF,2012,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,1.193478043
South Africa,ZAF,2013,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,1.347611795
South Africa,ZAF,2014,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.918359924
South Africa,ZAF,2015,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.2410641572
South Africa,ZAF,2016,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.4944401406
South Africa,ZAF,2017,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.3619089408
South Africa,ZAF,2018,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.2625127287
South Africa,ZAF,2019,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.6959904951
South Africa,ZAF,2020,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,1.025149247
South Africa,ZAF,2021,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,2.653842488
South Africa,ZAF,1970,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,107056358.2
South Africa,ZAF,1971,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,86152343.41
South Africa,ZAF,1972,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,86508642.85
South Africa,ZAF,1973,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,163951686.8
South Africa,ZAF,1974,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,462264277.9
South Africa,ZAF,1975,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,181273922
South Africa,ZAF,1976,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,186049484.6
South Africa,ZAF,1977,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,215904991.6
South Africa,ZAF,1978,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,171558595.7
South Africa,ZAF,1979,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1348958268
South Africa,ZAF,1980,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,4860473437
South Africa,ZAF,1981,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,2873602005
South Africa,ZAF,1982,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1935898305
South Africa,ZAF,1983,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,2580415563
South Africa,ZAF,1984,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,371976322.9
South Africa,ZAF,1985,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1373114721
South Africa,ZAF,1986,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1455473017
South Africa,ZAF,1987,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1992787504
South Africa,ZAF,1988,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1880963608
South Africa,ZAF,1989,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1347489168
South Africa,ZAF,1990,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1195821471
South Africa,ZAF,1991,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1524978303
South Africa,ZAF,1992,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1148725463
South Africa,ZAF,1993,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1378321482
South Africa,ZAF,1994,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1756714834
South Africa,ZAF,1995,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,585115830
South Africa,ZAF,1996,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1077639594
South Africa,ZAF,1997,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,666438734.4
South Africa,ZAF,1998,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,510255833.4
South Africa,ZAF,1999,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,317334702
South Africa,ZAF,2000,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,508927281.1
South Africa,ZAF,2001,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,703753940.5
South Africa,ZAF,2002,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,858931713.4
South Africa,ZAF,2003,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,241396038.6
South Africa,ZAF,2004,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,537057732.4
South Africa,ZAF,2005,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1431146788
South Africa,ZAF,2006,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,2223977341
South Africa,ZAF,2007,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,3338745132
South Africa,ZAF,2008,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,4883497623
South Africa,ZAF,2009,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,2574092181
South Africa,ZAF,2010,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,5805069585
South Africa,ZAF,2011,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,6778322071
South Africa,ZAF,2012,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,5054579231
South Africa,ZAF,2013,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,5271786080
South Africa,ZAF,2014,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,3413959255
South Africa,ZAF,2015,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,816644894.3
South Africa,ZAF,2016,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1558940486
South Africa,ZAF,2017,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1342222482
South Africa,ZAF,2018,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1031336066
South Africa,ZAF,2019,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,2636746862
South Africa,ZAF,2020,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,3403368362
South Africa,ZAF,2021,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,10907029645
South Africa,ZAF,1970,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
South Africa,ZAF,1971,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
South Africa,ZAF,1972,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
South Africa,ZAF,1973,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
South Africa,ZAF,1974,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
South Africa,ZAF,1975,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
South Africa,ZAF,1976,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
South Africa,ZAF,1977,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
South Africa,ZAF,1978,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
South Africa,ZAF,1979,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
South Africa,ZAF,1980,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
South Africa,ZAF,1981,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
South Africa,ZAF,1982,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
South Africa,ZAF,1983,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
South Africa,ZAF,1984,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
South Africa,ZAF,1985,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
South Africa,ZAF,1986,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
South Africa,ZAF,1987,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
South Africa,ZAF,1988,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
South Africa,ZAF,1989,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
South Africa,ZAF,1990,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
South Africa,ZAF,1991,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
South Africa,ZAF,1992,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
South Africa,ZAF,1993,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
South Africa,ZAF,1994,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
South Africa,ZAF,1995,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
South Africa,ZAF,1996,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
